0.38493252,0.6008121,0.64301145,0.7198422
0.6346227,0.31608388,0.4010858,0.477941
0.84992,0.6349414,0.95093185,0.9353222
0.61496824,0.3962061,0.48485705,0.56030303
0.30061576,0.38294378,0.25577897,0.26029474
0.39604264,0.74683714,0.99953973,0.7131724
0.6422154,0.4309969,0.40298283,0.43611708
0.04162149,0.03968946,0.020419871,0.08126278
0.47082114,0.6809448,0.808798,0.8421751
0.36505198,0.53757143,0.17709655,0.13793273
0.7492915,0.38324252,0.5291823,0.4444726
0.07699012,0.11251249,0.32875335,0.27062783
0.36718267,0.3442254,0.6107342,0.6318236
0.31161538,0.61278737,0.25590286,0.32871196
0.31588653,0.41266918,0.15281382,0.15438779
0.38274768,0.41999555,0.8065585,0.94802
0.88747793,0.47677428,0.32143515,0.30939466
0.837221,0.94152343,0.65038645,0.54415804
0.17358363,0.35720062,0.28030753,0.24317393
0.89774483,0.43538827,0.3606467,0.33524948
0.29015267,0.78591233,0.30099523,0.25064677
0.9939288,0.9466164,0.8075419,0.87529933
0.31336612,0.40069363,0.42740262,0.16429828
0.93901134,0.5503129,0.81040967,0.81377065
0.078156516,0.09000825,0.9336393,0.6306328
0.98604244,0.82106423,0.5161581,0.37581432
0.30913928,0.2558211,0.40859637,0.3936696
0.08548349,0.08318286,0.13842556,0.18296494
0.65421474,0.31388006,0.87085474,0.9848863
0.8122225,0.48062703,0.8753183,0.9476069
0.31894636,0.40470198,0.45128116,0.59285253
0.02394649,0.060972456,0.23551752,0.13871236
0.5938058,0.5313059,0.6225854,0.85379416
0.37990895,0.988563,0.3866208,0.4818812
0.74306226,0.631468,0.79717535,0.7213979
0.09222675,0.052024327,0.11033439,0.10589313
0.9372356,0.7830862,0.4944599,0.538415
0.97074413,0.9159563,0.79051995,0.94688195
0.29637048,0.9903837,0.7608555,0.6792353
0.46572322,0.8358193,0.7458679,0.8963807
0.09905794,0.1167444,0.78249806,0.81415147
0.7456154,0.89089394,0.58263767,0.53943396
0.648478,0.9006952,0.77481514,0.60939443
0.7580359,0.6224321,0.8854527,0.92019874
0.057999436,0.104605176,0.18881138,0.20231101
0.42439857,0.42221212,0.53934634,0.5116522
0.555955,0.3902826,0.59490734,0.4632646
0.45199186,0.33333677,0.4755931,0.47605786
